series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32V002,F_LSI,Frequency,,90,128,172,KHz,#,confirmed,CH32V002DS0.PDF:zh(p.22)+CH32V002DS0.PDF:en(p.30),CH32V002DS0.PDF
CH32V002,F_MAIN,System main frequency,,,,48,MHz,#,confirmed,CH32V002DS0.PDF:zh(p.1)+CH32V002DS0.PDF:en(p.1),CH32V002DS0.PDF
CH32V002,I_BUF,ADC buffer own current,ADC_LP = 0,,0.68,,mA,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,I_BUF,ADC buffer own current,ADC_LP = 1,,0.13,,mA,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,I_DD(LSI),LSI oscillator power consumption,,,550,,nA,#,confirmed,CH32V002DS0.PDF:zh(p.22)+CH32V002DS0.PDF:en(p.30),CH32V002DS0.PDF
CH32V002,I_DDA,ADC supply current (Without buffer),f_S = 1MHz,,0.42,,mA,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,I_DDA,ADC supply current (Without buffer),f_S = 3MHz,,1.34,,mA,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,I_L,XI input leakage current,,,,±1,uA,#,confirmed,CH32V002DS0.PDF:zh(p.21)+CH32V002DS0.PDF:en(p.28),CH32V002DS0.PDF
CH32V002,I_lkg,Input leakage current,,,,1,uA,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,N_END,Erase and write times,T_A = 25℃,300K,,,Times,#,reference,CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,N_END,Erase and write times,T_A = 70℃,100K,,,Times,#,reference,CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,R_ADC,Sampling switch resistance,,,0.6,1.5,kΩ,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,R_AIN,External input impedance,,,,50,kΩ,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,R_PD,Pull-down equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,R_PU,Pull-up equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,T_A,Ambient temperature,,-40,,85,℃,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,T_J,Junction temperature range,,-40,,105,℃,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,T_S_vrefint,ADC sampling time when reading the internal reference voltage,Slow sampling is recommended.,3,,240,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_AIN,Switching voltage range,,0,,VDD,V,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,V_DD,Standard operating voltage,ADC feature is not used,2.0,,5.5,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,V_DD,Standard operating voltage,Use the ADC feature,2.4,,5.5,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,V_DD,Supply voltage,f_S > 1MHz,4.5,,5.5,V,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,V_DD,Supply voltage,f_S ≤ 1MHz,2.4,,5.5,V,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,V_HSEH,XI input pin high level voltage,,0.8VDD,,VDD,V,#,confirmed,CH32V002DS0.PDF:zh(p.21)+CH32V002DS0.PDF:en(p.28),CH32V002DS0.PDF
CH32V002,V_HSEL,XI input pin low-level voltage,,0,,0.2VDD,V,#,confirmed,CH32V002DS0.PDF:zh(p.21)+CH32V002DS0.PDF:en(p.28),CH32V002DS0.PDF
CH32V002,V_IH,"Standard I/O pin, input high level voltage",,0.3*VDD+0.7,,VDD,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_IL,"Standard I/O pin, input low-level voltage",,0,,0.15*VDD+0.3,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_OH,"Output high level, 8 pin output current",,VDD-0.4,,,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_OH,"Output high level, 8 pin output current",,2.3,,,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_OL,"Output low level, 8 pins input current","CMOS port, I_IO = +8mA 2.7V< V_DD <5.5V",,,0.4,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_OL,"Output low level, 8 pins input current","TTL port, I_IO = +8mA 2.7V< V_DD <5.5V",,,0.4,V,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,V_PDRhyst,PDR hysteresis,,60,100,150,mV,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,1.6,1.75,1.9,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,1.7,1.85,2.0,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_PVD,Programmable Voltage Detector level selection,PLS[1:0] = 00 Falling edge,,1.85,,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,V_PVD,Programmable Voltage Detector level selection,PLS[1:0] = 00 Rising edge,,1.86,,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,V_PVDhyst,PVD hysteresis,,5,20,60,mV,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_REFINT,Internal reference voltage,T_A = -40℃~85℃,1.18,1.2,1.22,V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,V_hys,Schmitt trigger voltage hysteresis,,150,,,mV,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,f_ADC,ADC clock frequency,,,16,48,MHz,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,f_S,Sampling rate,,0.06,,3,MHz,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,f_TRIG,External trigger frequency,f = 16MHz ADC,,,900,KHz,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,f_TRIG,External trigger frequency,f = 48MHz ADC,,,2.7,MHz,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_CAL,Calibration time,,,,100,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_CAL,Calibration time,f = 16MHz ADC,,,6.25,us,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_CONV,Total conversion time (including sampling time),,16,,252,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_CONV,Total conversion time (including sampling time),,16,,48,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_CONV,Total conversion time (including sampling time),f = 16MHz ADC,1,,15.75,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_CONV,Total conversion time (including sampling time),f = 48MHz ADC,0.33,,1,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_Iat,Injection trigger conversion delay,,,,2,1/fADC,#,reference,CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_Iat,Injection trigger conversion delay,f = 16MHz ADC,,,0.125,us,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_Iat,Injection trigger conversion delay,f = 48MHz ADC,,,0.042,us,#,confirmed,CH32V002DS0.PDF:zh(p.28)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_Iatr,Conventional trigger conversion,f = 16MHz ADC,,,0.125,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.38),CH32V002DS0.PDF
CH32V002,t_RET,Data retention period,T_A = 25℃,20,,,Years,#,reference,CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,t_RET,Data retention period,T_A = 70℃,10,,,Years,#,reference,CH32V002DS0.PDF:en(p.31),CH32V002DS0.PDF
CH32V002,t_RSTTEMPO,Other reset,,,300,,us,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,t_RSTTEMPO,Power-on reset,RST_MODE[1:0] = 11,,2,,ms,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.25),CH32V002DS0.PDF
CH32V002,t_STAB,Power-on time,,,,1,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_SU(LSI),LSI oscillator startup stabilization time,,,30,100,us,#,confirmed,CH32V002DS0.PDF:zh(p.22)+CH32V002DS0.PDF:en(p.30),CH32V002DS0.PDF
CH32V002,t_VDD,V rising rate DD,,0,,∞,us/V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,t_VDD,V falling rate DD,,40,,∞,us/V,#,confirmed,CH32V002DS0.PDF:zh(p.19)+CH32V002DS0.PDF:en(p.24),CH32V002DS0.PDF
CH32V002,t_erase_page,Page (256 bytes) erase time,,,2.5,3.0,ms,#,conflict,CH32V002DS0.PDF:en(p.30)+!CH32V002DS0.PDF:zh(max=3.1),CH32V002DS0.PDF
CH32V002,t_erase_sec,Sector (1K bytes) erase time,,,2.7,3.3,ms,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.30),CH32V002DS0.PDF
CH32V002,t_prog_page,Page (256 bytes) program time,,,1.5,2.0,ms,#,confirmed,CH32V002DS0.PDF:zh(p.23)+CH32V002DS0.PDF:en(p.30),CH32V002DS0.PDF
CH32V002,t_s,Sampling time,,3.5,,239.5,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_s,Sampling time,,3.5,,35.5,1/fADC,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_s,Sampling time,f = 16MHz ADC,0.218,,14.97,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V002,t_s,Sampling time,f = 48MHz ADC,0.073,,0.739,us,#,confirmed,CH32V002DS0.PDF:zh(p.29)+CH32V002DS0.PDF:en(p.39),CH32V002DS0.PDF
CH32V003,ACC_HSI,Accuracy of HSI oscillator (after calibration),TA = -40℃～85℃,-2.2,,2.2,%,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,ACC_HSI,Accuracy of HSI oscillator (after calibration),TA = 0℃～70℃,-1.2,,1.6,%,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,C,Recommended load capacitance and corresponding crystal series impedance R S,R = 60Ω(1) S,,20,,pF,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,C_ADC,Internal sample and hold capacitor,,,3,,pF,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,C_I/O,I/O pin capacitance,,,5,,pF,#,reference,CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,DuCy_HSI,Duty cycle,,45,50,55,%,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,DuCy_LSI,Duty cycle,,45,50,55,%,#,reference,CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,ET,Total data deviation,f = 12 MHz ADC,,2,6,LSB,#,confirmed,CH32V003DS0.PDF:zh(p.26)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,ETF24,f = 24MHz total data deviation ADC,f = 24 MHz ADC,,3,8,LSB,#,confirmed,CH32V003DS0.PDF:zh(p.26)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,F_HCLK,Internal AHB clock frequency,,,,50,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,F_HSI,Frequency (after calibration),,,24,,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,F_LSI,Frequency,,100,128,150,KHz,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,F_MAIN,System main frequency,,,,48,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.1)+CH32V003DS0.PDF:en(p.1),CH32V003DS0.PDF
CH32V003,F_OSC_IN,Resonator frequency,,4,24,25,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,I_2,HSE drive current,V_DD = 3.3V，20p load,,0.32,,mA,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,I_DD,Supply current,,,370,,uA,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,I_DD(HSI),HSI oscillator power consumption,,120,180,270,uA,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,I_DD(LSI),LSI oscillator power consumption,,,1.5,,uA,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,I_lkg,Input leakage current,FT I/O port,,,3,uA,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,I_lkg,Input leakage current,Standard I/O port,,,1,uA,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,N_END,Endurance,T_A = 25℃,10K,80K,,times,#,reference,CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,R_ADC,Sampling switch resistance,,,0.6,1.5,kΩ,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,R_F,Feedback resistance,,,250,,kΩ,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,R_PD,Weak pull-down equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,R_PU,Weak pull-up equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,T_A,Ambient temperature,,-40,,85,℃,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,T_J,Junction temperature range,,-40,,105,℃,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,T_S_vrefint,ADC sampling time when reading the internal reference voltage,,3,,500,1/fADC,#,confirmed,CH32V003DS0.PDF:zh(p.16)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_AIN,Conversion voltage range,,VSS,,VDD,V,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,V_DD,Supply voltage,,2.8,,5.5,V,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,V_DD,Standard operating voltage,ADC not used,2.7,,5.5,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_DD,Standard operating voltage,Use ADC (recommended),2.8,,5.5,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_IH,"Standard I/O pin, input high level voltage",,0.22*(VDD-2.7)+1.55,,VDD+0.3,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_IH,"FT I/O pin, input high level voltage",,0.22*(VDD-2.7)+1.55,,5.5,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_IL,"Standard I/O pin, input low-level voltage",,-0.3,,0.19*(VDD-2.7)+0.65,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_IL,"FT I/O pin, input low-level voltage",,-0.3,,0.19*(VDD-2.7)+0.65,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OH,Output high level when 8 pins are sourced,,VDD-0.4,,,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OH,Output high level when 8 pins are sourced,,2.3,,,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OH,Output high level when 8 pins are sourced,,VDD-1.3,,,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OL,Output low level when 8 pins are sunk,"CMOS port, I_DD = +8mA I/O 2.7V< V <5.5V",,,0.4,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OL,Output low level when 8 pins are sunk,I_DD = +20mA I/O 2.7V< V <5.5V,,,1.3,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_OL,Output low level when 8 pins are sunk,"TTL port, I_DD = +8mA I/O 2.7V< V <5.5V",,,0.4,V,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_PDRhyst,PDR hysteresis,,,20,,mV,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,2.3,2.48,2.66,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,2.32,2.5,2.68,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 000 (falling edge),,2.7,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 000 (rising edge),,2.85,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 001 (falling edge),,2.9,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 001 (rising edge),,3.05,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 010 (falling edge),,3.15,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 010 (rising edge),,3.3,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 011 (falling edge),,3.3,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 011 (rising edge),,3.5,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 100 (falling edge),,3.5,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 100 (rising edge),,3.7,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 101 (falling edge),,3.7,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 101 (rising edge),,3.9,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVD,Programmable voltage detector level selection,PLS[2:0] = 110 (rising edge),,4.1,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,V_PVDhyst,PVD hysteresis,,,0.18,,V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_REFINT,Internal reference voltage,T_A = -40℃~85℃,1.17,1.2,1.23,V,#,confirmed,CH32V003DS0.PDF:zh(p.16)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,V_hys,Schmitt trigger voltage hysteresis,,150,,,mV,#,confirmed,CH32V003DS0.PDF:zh(p.20)+CH32V003DS0.PDF:en(p.23),CH32V003DS0.PDF
CH32V003,V_prog,Programming voltage,,2.8,,5.5,V,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,f_ADC,ADC clock frequency,V_DD = 2.8 to 5.5V,1,,6,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_ADC,ADC clock frequency,V_DD = 3.2 to 5.5V,1,,12,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_ADC,ADC clock frequency,V_DD = 4.5 to 5.5V,1,,24,MHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_S,Sampling rate,f = 12 MHz ADC,,,857,KHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_S,Sampling rate,f = 24 MHz ADC,,,1710,KHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_S,Sampling rate,f = 4 MHz ADC,,,285,KHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,f_S,Sampling rate,f = 6 MHz ADC,,,430,KHz,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,g_m,Oscillator transconductance,Startup,,6.8,,mA/V,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,t_CONV,Total conversion time (including sampling time),-,14,,,1/fADC,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_CONV,Total conversion time (including sampling time),f = 12 MHz ADC,1.17,,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_CONV,Total conversion time (including sampling time),f = 4 MHz ADC,3.5,,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
