family,variant,dma,channel,request_id,peripheral,request,remap,spelled,note,#,confidence,basis
CH32V205,,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM2,TIM2_CH4,selectable,TIM2_CH4*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM4,TIM4_UP,selectable,TIM4_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,8,,TIM2,TIM2_CH4,selectable,TIM2_CH4*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,8,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,QSPI1,QSPI1,,QSPI1,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,TIM3,TIM3_CH3,selectable,TIM3_CH3*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,USART7,USART7_RX,,USART7_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,2,,TIM3,TIM3_CH4,selectable,TIM3_CH4*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,2,,USART5,USART5_RX,,USART5_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,3,,TIM3,TIM3_CH1,selectable,TIM3_CH1*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,3,,USART8,USART8_RX,,USART8_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,SPI2,SPI2_RX,selectable,SPI2_RX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,TIM4,TIM4_CH1,selectable,TIM4_CH1*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,USART5,USART5_TX,,USART5_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,SPI2,SPI2_TX,selectable,SPI2_TX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,TIM4,TIM4_CH3,selectable,TIM4_CH3*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,USART8,USART8_TX,,USART8_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,SPI1,SPI1_RX,selectable,SPI1_RX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,TIM1,TIM1_UP,selectable,TIM1_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,USART6,USART6_TX,,USART6_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,SPI1,SPI1_TX,selectable,SPI1_TX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,TIM2,TIM2_UP,selectable,TIM2_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,TIM4,TIM4_CH4,,TIM4_CH4,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,USART6,USART6_RX,,USART6_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,ADC1,ADC,selectable,ADC*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,TIM3,TIM3_CH2,,TIM3_CH2,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,TIM4,TIM4_UP,selectable,TIM4_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,USART7,USART7_TX,,USART7_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V20x,CH32V20x_D6,DMA1,1,,ADC1,ADC1,,ADC1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,TIM4,TIM4_CH1,,TIM4_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,USART4,USART4_TX,,USART4_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM3,TIM3_CH4,,TIM3_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,I2C2,I2C2_TX,,I2C2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,SPI2,SPI2_RX,,SPI2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,SPI2,SPI2_TX,,SPI2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,8,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,ADC1,ADC1,,ADC1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM4,TIM4_CH1,,TIM4_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,TIM5,TIM5_CH2,,TIM5_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,1,,USART4,USART4_TX,,USART4_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM3,TIM3_CH4,,TIM3_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,TIM5,TIM5_CH3,,TIM5_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,I2C2,I2C2_TX,,I2C2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,SPI2,SPI2_RX,,SPI2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,SPI2,SPI2_TX,,SPI2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,TIM5,TIM5_CH4,,TIM5_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM5,TIM5_CH1,,TIM5_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,TIM5,TIM5_TRIG,,TIM5_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,8,,TIM5,TIM5_UP,,TIM5_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.154)+rm:en(CH32FV2x_V3xRM.PDF p.170)
CH32V20x,CH32V20x_D8W|CH32V20x_D8,DMA1,8,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.153)+rm:en(CH32FV2x_V3xRM.PDF p.169)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,ADC1,ADC1,,ADC1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.150)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,1,,TIM4,TIM4_CH1,,TIM4_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM3,TIM3_CH4,,TIM3_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
